datetime,city,state,country,shape,summary,report_date
12/26/2024 04:16,12/26/2024 04:16,,Queensland,Australia,Disk,"It came out of the water then turned to be horizontal waited a while, the minute I pointed at it and thought that's a weird thing,"
12/26/2024 03:30,12/26/2024 03:30,Morris,CT,USA,Orb,I saw an orb transverse from the horizon to about 100 ft in the air around 8:00 PM. I thought it might be a drone from a neighbor.
12/26/2024 01:29,12/26/2024 01:29,Guarda,Distrito da Guarda,Portugal,Circle,"We saw a color appearing in the sky, and then disappear"
12/26/2024 01:00,12/26/2024 01:00,Old Bridge,NJ,USA,Changing,I was sitting in my car when I saw an orb moving crazy through the trees so that's when i took my phone and started recording
12/26/2024 00:28,12/26/2024 00:28,Zirimondiro,Michoacán,Mexico,Orb,"Above my house, I saw the round object of strong white light pass by very quickly."
12/25/2024 22:18,12/25/2024 22:18,,Santa Catarina,Brazil,Fireball,Several luminous spheres moving in various directions above the mountains
12/25/2024 22:00,12/25/2024 22:00,,,Iran,Diamond,Was flying from delhi to ashgabat - see photo
12/25/2024 21:49,12/25/2024 21:49,Cambridge,ON,Canada,Orb,Orange Orb circling area twice
12/25/2024 21:34,12/25/2024 21:34,Feilding,Manawatū-Whanganui,New Zealand,Light,"Room shook went outside to see what may have caused it, looked up and seen two lights in the sky circling each other then they shot off"
12/25/2024 20:50,12/25/2024 20:50,Chełmża,Kuyavian-Pomeranian Voivodeship,Poland,Light,"Weird lights.  Suddenly, it changed size and started to move, then it disappeared and re-appeared."
12/25/2024 20:30,12/25/2024 20:30,George Town,Pulau Pinang,Malaysia,Orb,Many dot become v shape flying at sky slowly suddenly gone
12/25/2024 20:20,12/25/2024 20:20,Cairns,Queensland,Australia,Circle,The object was round and black flying
12/25/2024 20:00,12/25/2024 20:00,Chippewa Falls,WI,USA,Orb,"I witnessed a large orange orb of light, silent, low in the sky, traveling south to north"
12/25/2024 19:45,12/25/2024 19:45,Royse City,TX,USA,Light,Two solid orange lights. No flashing (FAA lights) or sound.
12/25/2024 19:20,12/25/2024 19:20,Ostrava,Moravian-Silesian,Czech Republic,Circle,Saw one hovering in the air for at least a min and then flying somewhere. Then we saw a few appearing and disappearing
12/25/2024 19:11,12/25/2024 19:11,Glen Allen,VA,USA,Formation,Four red flashing orbs/dots up high in the sky looked to be far off by two miles? Started in a diamond pattern then to a line then two
12/25/2024 18:40,12/25/2024 18:40,Quakertown,PA,USA,Sphere,Seven sphere-light orbs that were hovering that seemed to materialize out of thin air.
12/25/2024 18:37,12/25/2024 18:37,Kingman,AZ,USA,Formation,saw many distinct white dots of lights hovering in a formation that stayed in one place but slowly rotated and shifted perspective
12/25/2024 18:36,12/25/2024 18:36,Nashville,TN,USA,Diamond,"Bright LED like orb that appear in the sky, then they begin to move and transform into a diamond shape with red and green flashing ligh"
12/25/2024 18:14,12/25/2024 18:14,Lurigancho-Chosica,Lima Province,Peru,Diamond,I was on the balcony of the house playing with the child when suddenly in the sky in the distance I saw a little black dot moving
12/25/2024 18:09,12/25/2024 18:09,Kilcummin,County Kerry,Ireland,Light,Me and my dad were talking while taking my dog out for a pee when I noticed lights in the sky moving
12/25/2024 17:45,12/25/2024 17:45,Elwood,NY,USA,Orb,"Naked eye, looked like a black center with lights around the perimeter and rays in all directions, with SLR telephoto a silver sphere"
12/25/2024 17:45,12/25/2024 17:45,Plainfield,CT,USA,Orb,Fleet of Green and White Orbs
12/25/2024 17:27,12/25/2024 17:27,Tamsweg,Salzburg,Austria,Orb,"We were swimming outside and then we saw a glowing Circle in the sky. We decided to zoom and then we confessed, that it was an Orb."
12/25/2024 16:54,12/25/2024 16:54,Prescot,England,United Kingdom,Orb,"A glowing, orb-like object"
12/25/2024 11:32,12/25/2024 11:32,Al Muqattam City,Cairo Governorate,Egypt,Cube,It was approx 8K feet traveling at relatively high speed and rotating. I could see the edges in transparent but center is hollow.
12/25/2024 02:45,12/25/2024 02:45,Cabedelo,State of Paraíba,Brazil,Diamond,"It's the second time I've seen something different in space, the first time in 1998 on Bessa beach in João Pessoa PB, an object with in"
12/25/2024 02:30,12/25/2024 02:30,Huntsville,AL,USA,Orb,"We caught it on the ring camera, was not the moon, plane, star or helicopter. Could not identify"
12/25/2024 01:08,12/25/2024 01:08,Tenango,Zacatecas,Mexico,Triangle,I was walking when I saw a strange object was about 1 or 2 kilometers away.
12/24/2024 23:24,12/24/2024 23:24,Arlington,WA,USA,Orb,Unusual illuminated orange Orb
12/24/2024 22:00,12/24/2024 22:00,Vancouver,WA,USA,Formation,"Light formation, semi horizontal line with decreasing altitude, turning into singular objects."
12/24/2024 21:32,12/24/2024 21:32,North Wales,PA,USA,Orb,First saw one heading SW. took video and pics. Then saw five more.
12/24/2024 21:00,12/24/2024 21:00,Concord,NC,USA,Triangle,Large triangle shape object flying at tree levels near houses
12/24/2024 20:49,12/24/2024 20:49,Thrissur,Kerala,India,Circle,"Saw the circle, noticed only 2, not clear to bare eye but noticeable, constantly colour changing and flashing"
12/24/2024 20:15,12/24/2024 20:15,Lutz,FL,USA,Unknown,"As we sat on our back patio there was a flying object low in the sky, faster than a plane and silent, east and upward it disappeared"
12/24/2024 19:38,12/24/2024 19:38,Albergaria-a-Velha,Aveiro District,Portugal,Formation,"It was like a standing line, there were 5 or 6 up, 5 or 6 down and in the middle there was a space between the two dotted lines."
12/24/2024 19:30,12/24/2024 19:30,Vivian,LA,USA,Other,What I thought was a car was on the bumper of us disappeared. friend's bumper following way to close. The lights disappeared suddenly.
12/24/2024 18:39,12/24/2024 18:39,Ocoee,FL,USA,Unknown,A large object with lights flew low in the sky over the intersection.
12/24/2024 18:10,12/24/2024 18:10,Los Ranchos de Albuquerque,NM,USA,Orb,"Bright moving slowly upward, too low to be a star"
12/24/2024 17:46,12/24/2024 17:46,Helena,MT,USA,Orb,"Saw bright light above mountain, was staying in one spot. Disappeared after 15-20 minutes"
12/24/2024 15:34,12/24/2024 15:34,Las Trancas,Ñuble,Chile,Cylinder,Black circle in the sky moving extremely fast
12/24/2024 07:00,12/24/2024 07:00,Goiânia,Goiás,Brazil,Orb,It was a spherical object that hovered in place for 15 minutes before disappearing.
12/24/2024 05:30,12/24/2024 05:30,McAllen,TX,USA,Circle,Stayed motionless for 30-45 minutes
12/24/2024 04:15,12/24/2024 04:15,Grays Chapel,NC,USA,Orb,I let my shepherds out and noticed the moon I thought until it disappeared
12/24/2024 02:12,12/24/2024 02:12,Allegan,MI,USA,Circle,It’s a fireball circle flying object
12/23/2024 23:30,12/23/2024 23:30,Sankt Augustin,Nordrhein-Westfalen,Germany,Circle,Bright sphere flew over us and stayed there for 20 minutes
12/23/2024 23:03,12/23/2024 23:03,Pune,Maharashtra,India,Circle,I saw there was a bright light above my balcony when i was going to hang my underwear to dry. Saw a blue light
12/23/2024 22:55,12/23/2024 22:55,Vrbka,Zlín Region,Czechia,Orb,One craft dropped another thing
12/23/2024 22:40,12/23/2024 22:40,Biel/Bienne,Canton of Bern,Switzerland,Triangle,Saw and heard a never seen b4 object with 3-4 green lights.
12/23/2024 22:35,12/23/2024 22:35,Chiltern,Victoria,Australia,Circle,Orbital light moving sporadically
12/23/2024 20:16,12/23/2024 20:16,Naples,FL,USA,Cross,Two Stealth Aircraft hover right above me
12/23/2024 20:10,12/23/2024 20:10,,,Unspecified,Light,Slow moving orange circular/elongated light
12/23/2024 19:30,12/23/2024 19:30,Santa Rosa,CA,USA,Circle,Flashing light
12/23/2024 19:30,12/23/2024 19:30,Methuen,MA,USA,Other,Possible drone hovering
12/23/2024 19:30,12/23/2024 19:30,,NC,USA,Orb,Perfectly round white orb
12/23/2024 19:23,12/23/2024 19:23,Fort Lauderdale,FL,USA,Orb,Fort Lauderdale flight crew spots something strange in the sky
12/23/2024 19:18,12/23/2024 19:18,Eagle Mountain,UT,USA,Light,Saw a number of lights in a row (not starlink) moving vertically and to the west. Much brighter than starlink.
12/23/2024 19:08,12/23/2024 19:08,Great Falls,VA,USA,Orb,Watched white Orb of light travel over house at high rate of speed
12/23/2024 18:43,12/23/2024 18:43,Augusta,ME,USA,Unknown,"Two large, bright, circular lights. So close I could’ve thrown a baseball at it. There is no way I was the only one to witness this."
12/23/2024 18:40,12/23/2024 18:40,Arlington,TX,USA,Other,Orb UFOs disguised like distant stars
12/23/2024 18:33,12/23/2024 18:33,Phoenix,AZ,USA,Orb,Lights sighting
12/23/2024 18:00,12/23/2024 18:00,Salt Lake City,UT,USA,Changing,"Exactly like the ones I saw east coast, last week!!"
12/23/2024 10:56,12/23/2024 10:56,Addison,TX,USA,Sphere,Fast moving black sphere
12/23/2024 10:30,12/23/2024 10:30,Nevada City,CA,USA,Changing,It's a bright red light cannot be seen from either side with soft white lites floating around pulsating. Upward from craft
12/23/2024 05:31,12/23/2024 05:31,Darien,CT,USA,Star,"As I looked west, I saw three star-like objects moving south to north come together to form a triangle and then disappear."
12/23/2024 05:16,12/23/2024 05:16,Leesburg,VA,USA,Orb,We were just getting up for our morning jog and my wife and I spotted 7 bright white orbs headed towards Mount Weather
12/23/2024 04:30,12/23/2024 04:30,New City,NY,USA,Light,My whole room lit up. Looked out the window and what i saw was about 50 feet away 30 feet up. It looked like the milky way
12/23/2024 01:29,12/23/2024 01:29,,NJ,USA,Orb,Drones or orbs flying over the city
12/22/2024 23:59,12/22/2024 23:59,Paso de la Patria,Corrientes,Argentina,Orb,Orbs flying in different directions
12/22/2024 23:14,12/22/2024 23:14,Franklin,TN,USA,Unknown,UFO Seen in Franklin TN
12/22/2024 23:00,12/22/2024 23:00,Joplin,MO,USA,Orb,A white orb traveled over the city of Joplin traveling west. The orb was being followed by what looked like a small plane/Drone.
12/22/2024 22:38,12/22/2024 22:38,Oregonia,OH,USA,Changing,"Tonight I see several flashing lights that seem triangular , I see a orb shape that occasionally it looks like red or green tentacles"
12/22/2024 21:56,12/22/2024 21:56,Atlanta,NY,USA,Circle,Observed a strange thing in the sky initially thought it was a star until it started darting around after we heard loud booms outside
12/22/2024 21:44,12/22/2024 21:44,Watsonville,CA,USA,Diamond,Multiple low passes of aircraft over my house around 500 ft same direction
12/22/2024 21:30,12/22/2024 21:30,Ballajura,Western Australia,Australia,Light,We saw a silver metallic looking object darting around the sky
12/22/2024 21:00,12/22/2024 21:00,Fort Scott,KS,USA,Triangle,A long line of flashing lights
12/22/2024 19:50,12/22/2024 19:50,Bobota,Vukovar-Srijem County,Croatia,Orb,UAP Orb sight in Night Sky
12/22/2024 19:18,12/22/2024 19:18,Niceville,FL,USA,Flash,"A bright “star” appeared about 50 feet above a house, shining brightly for a couple of seconds before it “flashed off”."
12/22/2024 19:15,12/22/2024 19:15,,ON,Canada,Circle,"A bright light about 100,ft above the tree line that changed colours"
12/22/2024 19:13,12/22/2024 19:13,Kaniyapuram,Kerala,India,Disk,"Disk shaped object, blinking one red and two white lights, circling a specific area for hours."
12/22/2024 19:00,12/22/2024 19:00,San Diego,CA,USA,Changing,We saw one like a month ago. Tonight it’s back. Just an orb hanging in the sky.
12/22/2024 19:00,12/22/2024 19:00,LaFollette,TN,USA,Orb,"Saw a circular shaped light that was stationary at top of tree line in far distance.then moved upwards,& wings appeared&light flash"
12/22/2024 18:54,12/22/2024 18:54,Copper Hill,VA,USA,Unknown,Looked up and saw something 200 foot above my house with flashing lights.
12/22/2024 18:53,12/22/2024 18:53,Douglasville,GA,USA,Oval,Several UFOs seen coming from north-to-south and each seemed to come to a stop and descend in a wooded area approx 0.5 miles away
12/22/2024 18:36,12/22/2024 18:36,Silver Spring,MD,USA,Circle,I noticed a super bright star putting my son to sleep. I realized it was lower than a star and MUCH brighter. My friend saw one later
12/22/2024 18:35,12/22/2024 18:35,LaGrange,GA,USA,Orb,We were driving and we saw an orb getting larger and smaller as though it was going closer and farther
12/22/2024 18:32,12/22/2024 18:32,Cambridge,ON,Canada,Orb,Yellow and Orange Orb
12/22/2024 18:27,12/22/2024 18:27,Clarksville,TN,USA,Unknown,"Multiple unknown objects with blinking lights, not showing up on multiple radars"
12/22/2024 17:49,12/22/2024 17:49,Sulina,Tulcea,Romania,Changing,"It was a strong light on the sky, very different and closer than the stars"
12/22/2024 17:37,12/22/2024 17:37,Killiskey,Wicklow,Ireland,Circle,Originally saw one stationary . Followed by three moving fast with line of light coming out
12/22/2024 17:30,12/22/2024 17:30,Frederick,MD,USA,Other,Craft hovering directly over highway
12/22/2024 17:00,12/22/2024 17:00,Bethlehem,PA,USA,Diamond,Diamond shaped drone-like craft
12/22/2024 16:58,12/22/2024 16:58,Brambleton,VA,USA,Sphere,I was driving and saw a metallic sphere that was changing shape about 400 feet in the air and got out of my car and watched it rise
12/22/2024 14:55,12/22/2024 14:55,Baton Rouge,LA,USA,Orb,UFO seen coming off a Boeing 747 and 2 others before reaching airport
12/22/2024 13:39,12/22/2024 13:39,Peru,IN,USA,Flash,Was driving home and they just appeared in the sky
12/22/2024 03:37,12/22/2024 03:37,Shepparton,Victoria,Australia,Circle,Bright round yellow shape moving slightly
12/22/2024 02:10,12/22/2024 02:10,Sea Isle City,NJ,USA,Light,I watched a UFO fly into the sky faster than the speed of light.
12/21/2024 22:51,12/21/2024 22:51,Bosansko Grahovo,Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Disk,"In the village on a meadow, I took a picture of Mars, and at great speed, a drone or UFO flew by, colored red, white, and blue."
12/21/2024 22:32,12/21/2024 22:32,Balmazújváros,,Hungary,Orb,they were moving around
12/21/2024 22:30,12/21/2024 22:30,Cash,AR,USA,Unknown,I went out back to start a fire and saw there strang things that look like they where on fire and possibly shooting at something
12/21/2024 22:10,12/21/2024 22:10,Oklahoma City,OK,USA,Fireball,Looked a lot like a craft burning/entering the atmosphere
12/21/2024 22:09,12/21/2024 22:09,Memphis,TN,USA,Fireball,Orbs flying 50 miles per hours looks like fireball
12/21/2024 22:08,12/21/2024 22:08,Sprott,AL,USA,Unknown,"Looked like a fireball, but much slower, heading north. Too big and too fast to be an aircraft and had a tail, not a contrail."
12/21/2024 22:08,12/21/2024 22:08,Lancaster,CA,USA,Orb,4 drones and 1 orb
12/21/2024 21:50,12/21/2024 21:50,Sabaudia,Latina,Italy,Sphere,We saw a blue sphere moving.
12/21/2024 21:48,12/21/2024 21:48,Almirante Tamandaré,Paraná,Brazil,Orb,My father and I saw a giant white object with other objects circling it.
12/21/2024 21:21,12/21/2024 21:21,Paint Lake,MB,Canada,Rectangle,Object hovering about 100-150ft over frozen lake. Disappeared after 20-30 seconds.
12/21/2024 21:20,12/21/2024 21:20,New Braunfels,TX,USA,Orb,Walking home with my brothers saw two orange glowing orbs
12/21/2024 21:00,12/21/2024 21:00,Alcoa,TN,USA,Circle,It looked like a white orb it was sitting still then it just took off above the trees it almost turned into like a cluster shape
