datetime,city,state,country,shape,summary,report_date
05/25/2024 12:39,05/25/2024 12:39,West Islip,NY,USA,Unknown,Weekend of Bethpage Airshow - was looking for anything in the sky. Saw UAP.
05/25/2024 10:05,05/25/2024 10:05,Athens,,Greece,Sphere,Floating object sighted. Disappeared from view completely when tried to find again.
05/25/2024 10:03,05/25/2024 10:03,Henderson,NV,USA,Light,I was traveling on an comercial flight when I look up in the window of the airplane and saw 2 lights that transformed into 3.
05/25/2024 09:33,05/25/2024 09:33,Paris,ME,USA,Circle,Saw craft with low light move quick across are observe. Then it look as if it turned on thrusters to push itself away into space
05/25/2024 08:45,05/25/2024 08:45,Cape Coral,FL,USA,Sphere,Stationary object unable to resolve with 127mm telescope
05/24/2024 23:29,05/24/2024 23:29,Loomis,CA,USA,Sphere,"Recorded video of a glowing green-white orb over new Costco in Loomis, CA."
05/24/2024 15:15,05/24/2024 15:15,Chatham,NY,USA,Oval,Black stone like object disappear
05/24/2024 12:40,05/24/2024 12:40,Newton,KS,USA,Orb,I witnessed a gold and silver black bottomed oscillating orb moving N northwest.
05/24/2024 02:40,05/24/2024 02:40,Wantagh,NY,USA,Cigar,Cigar shape lasted 5 mins up in sky next to multiple planes that went by and when ran for camera and binoculars it disappeared
05/23/2024 21:34,05/23/2024 21:34,Phoenix,AZ,USA,Orb,Glowing light that had a haze around it as if it was a cloudy night. Full moon not a cloud in the sky. Seemed to just be stationary.
05/23/2024 21:17,05/23/2024 21:17,Las Vegas,NV,USA,Light,Walking west on Beauchamp and saw a dark craft with white lights on each side. Object was moving much faster than a plane.
05/23/2024 21:15,05/23/2024 21:15,Buckeye,AZ,USA,Circle,Circular orb emitting white light
05/23/2024 21:15,05/23/2024 21:15,Tempe,AZ,USA,Circle,Saw an object in the sky of a very different shape
05/23/2024 21:15,05/23/2024 21:15,Auberry,CA,USA,Triangle,"Craft seen by two men on a cabin deck, no noise and a quick takeoff."
05/23/2024 21:15,05/23/2024 21:15,Tucson,AZ,USA,Cylinder,it was moving fast than it faded into the sky and than showed again than just disappeared
05/23/2024 21:15,05/23/2024 21:15,Upland,CA,USA,Circle,Round bright light. Cloudy conditions which reflect the light on the sides. Was moving at medium steady speed
05/23/2024 21:14,05/23/2024 21:14,Big Bear,CA,USA,Light,Light appeared rapidly from the west side of the sky heading slowly towards the east and began to dim and finally disappeared
05/23/2024 21:13,05/23/2024 21:13,Big Bear,CA,USA,Sphere,UFO over Big Bear Mountains
05/23/2024 21:12,05/23/2024 21:12,Brentwood,CA,USA,Light,"The sky was totally clear, no clouds. Very bright light looked obscured with clouds despite no cloud coverage"
05/23/2024 21:06,05/23/2024 21:06,Morristown,AZ,USA,Orb,Bright white circular orb stationary in sky
05/23/2024 21:00,05/23/2024 21:00,Prescott Valley,AZ,USA,Orb,Bright orb surrounded by haze
05/23/2024 21:00,05/23/2024 21:00,Cathedral City,CA,USA,Changing,Something moving slowly across the night sky. Then it suddenly it went dark. Noticed on film it took off at a not normal speed.
05/23/2024 20:15,05/23/2024 20:15,Visalia,CA,USA,Other,Star watching noticed a huge white light heading east.
05/23/2024 04:15,05/23/2024 04:15,Mountain Ranch,CA,USA,Circle,Very slow smoothly moving craft that didnt blink
05/23/2024 01:49,05/23/2024 01:49,Menomonie,WI,USA,Rectangle,Long rectangular object with 4 rows/20 columns evenly spaced solid lights. Object not parallel but angled @ 20 degrees. Faded away.
05/23/2024 00:30,05/23/2024 00:30,Yukon,OK,USA,Oval,I went outside to check out some lights I thought were planets.
05/22/2024 23:15,05/22/2024 23:15,Lake Sumner,NM,USA,Orb,9 orange orbs in 3 groups
05/22/2024 23:00,05/22/2024 23:00,Middle Sackville,NS,Canada,Orb,Saw an incredibly bright orb (brighter than Venus) moving across the night sky for over a minute then it faded into a faint red color.
05/22/2024 22:40,05/22/2024 22:40,Alafaya,FL,USA,Cigar,"Bright yellow light, low in the sky, could see it was long as I got closer, it wasn’t moving"
05/22/2024 22:35,05/22/2024 22:35,Paulden,AZ,USA,Formation,"When I walked outside, there was a diagonal line formation of lights, similar to the Phoenix Lights, 5 turned into 4, into 3, into 0"
05/22/2024 22:20,05/22/2024 22:20,Kissimmee,FL,USA,Star,What I thought was a star appeared and then started moving across the sky slowly and then dissipated
05/22/2024 21:45,05/22/2024 21:45,Gila Cliff National Monument,CO,USA,Circle,"Bright point of light surrounded by halo, stationary then moving right to left across field of view, then fading out in a wave"
05/22/2024 21:31,05/22/2024 21:31,Mesa,AZ,USA,Light,"Foggy light, no sound, moving extremely slow then went up and disappeared"
05/22/2024 21:16,05/22/2024 21:16,Sahuarita,AZ,USA,Other,"Bright light in the center and glowing all around it. It disappeared and then came back, glowed again then Disappeared."
05/22/2024 21:10,05/22/2024 21:10,Corona,CA,USA,Orb,"I saw a white ball about 3-4 times the size and luminosity of venus, with cones of illuminated mist? protruding from top and bottom"
05/22/2024 21:10,05/22/2024 21:10,Tempe,AZ,USA,Changing,"White, shape changing item which seemed to accelerate rapidly"
05/22/2024 21:07,05/22/2024 21:07,Pinole,CA,USA,Orb,It was two lights one above the other. Very close in proximity. Bigger one on bottom. With a haze like ora around them. Static
05/22/2024 21:06,05/22/2024 21:06,Cave Creek,AZ,USA,Orb,"Silent, bright white orb traveling overhead and focusing a beam in different directions"
05/22/2024 21:06,05/22/2024 21:06,Gilbert,AZ,USA,Circle,We noticed a light moving slowly East to West that disappeared completely
05/22/2024 21:06,05/22/2024 21:06,Queen Creek,AZ,USA,Light,"Bright as the moon,traveled, faded , then disappeared"
05/22/2024 21:05,05/22/2024 21:05,Las Vegas,NV,USA,Light,We were walking our dog and we saw a bright white object that was moving around swiftly like a firefly. Then suddenly disappeared
05/22/2024 21:05,05/22/2024 21:05,Gilbert,AZ,USA,Changing,"Strange object in the sky, white with a haze around it moving slowly then high and fast moving from west to east and gained altitude"
05/22/2024 21:05,05/22/2024 21:05,,,Unspecified,Orb,Hourglass haze flying over South Las Vegas
05/22/2024 21:05,05/22/2024 21:05,Norwalk,CA,USA,Light,SoCal
05/22/2024 21:05,05/22/2024 21:05,Santa Clarita,CA,USA,Orb,Saw it in the sky in my backyard. It was a blueish white glow that was moving steadily from the west going east. No Sound.
05/22/2024 21:05,05/22/2024 21:05,Phoenix,AZ,USA,Other,"Hour glass, or butterfly shaped light emitting a foggy haze around the light, despite being a clear night."
05/22/2024 21:05,05/22/2024 21:05,Phoenix,AZ,USA,Light,"Glowing white light that appeared somewhat cloudy, despite it being a perfectly clear night."
05/22/2024 21:02,05/22/2024 21:02,Tucson,AZ,USA,Formation,"White lights , surrounded in mist on a very clear night"
05/22/2024 20:39,05/22/2024 20:39,Spokane,WA,USA,Circle,Analysis of Large circular object hovering 4 min.'s
05/22/2024 19:39,05/22/2024 19:39,Spokane,WA,USA,Circle,Extremely bright white orb or circle over
05/22/2024 17:33,05/22/2024 17:33,Talisay,Central Visayas,Philippines,Cylinder,I went outside my house to turn on the water meter. When I looked up I saw a pill-shaped ufo. It disappeared near the moon.
05/22/2024 16:00,05/22/2024 16:00,Loves Park,IL,USA,Sphere,"Small white sphere, moving fast then stopped then vanished"
05/22/2024 14:14,05/22/2024 14:14,Annapolis,MD,USA,Oval,Blue Angels were flying over annapolis on the 22nd. Noticed a quick 'blip' for exactly one frame on watching the videos back.
05/22/2024 13:52,05/22/2024 13:52,,Tashkent Region,Uzbekistan,Triangle,I woke up from the noises on the street and saw it and my son saw it too and my husband
05/22/2024 12:30,05/22/2024 12:30,Des Moines,IA,USA,Oval,"I saw it very clear, had a flat bottom"
05/22/2024 00:05,05/22/2024 00:05,Tumwater,WA,USA,Orb,"Moving east to west, retrograde, spread apart wide distribution, dozens over the hour plus, can see 5-9 in any given moment."
05/21/2024 23:59,05/21/2024 23:59,Orlando,FL,USA,Chevron,"My S/O and I looked into cloudless night sky together and saw a silent, slow, wide, & low 'V' outlined in moonlight moving in a line."
05/21/2024 21:50,05/21/2024 21:50,New Cumberland,PA,USA,Orb,While outside my home there was a person nearby that drew my attention and this is when I noticed what looked like an airplane light.
05/21/2024 19:03,05/21/2024 19:03,Los Altos,CA,USA,Triangle,Black triagle flying south
05/21/2024 14:06,05/21/2024 14:06,Carlisle,PA,USA,Oval,Myself and my spouse witnessed an unusual metallic object moving quickly in a straight line.
05/21/2024 10:20,05/21/2024 10:20,Bartow,FL,USA,Cone,"No noise, flew in side by side formation then stacked formation until disappeared."
